statute_number,section_title,popular_name,full_text_of_naming_clause,url
23-114.02,Comprehensive development plan; contents.,comprehensive development plan,"The general plan for the improvement and development of the county shall be known as the comprehensive development plan and shall, among other elements, include: (1) A land-use element which designates the proposed general distribution, general location, and extent of the uses of land for agriculture, housing, commerce, industry, recreation, education, public buildings and lands, and other categories of public and private use of land; (2) The general location, character, and extent of existing and proposed major streets, roads, and highways, and air and other transportation routes and facilities; (3) When a new comprehensive plan or a full update to an existing comprehensive plan is developed, an energy element which: Assesses energy infrastructure and energy use by sector, including residential, commercial, and industrial sectors; evaluates utilization of renewable energy sources; and promotes energy conservation measures that benefit the community; and (4) The general location, type, capacity, and area served of present and projected or needed community facilities including recreation facilities, schools, libraries, other public buildings, and public utilities and services.",https://nebraskalegislature.gov/laws/statutes.php?statute=23-114.02
23-174.05,County; comprehensive plan; requirements; contents.,comprehensive plan,The general plan for the improvement and development of the county outside of the jurisdiction of any city or village shall be known as the comprehensive plan.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-174.05
23-2302,Retirement System for Nebraska Counties; establish; purpose; acceptance of contributions.,Retirement System for Nebraska Counties,"It shall be known as the Retirement System for Nebraska Counties, and by such name shall transact all business and hold all cash and other property as provided in the County Employees Retirement Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=23-2302
23-2331,"Act, how cited.",County Employees Retirement Act,01 shall be known and may be cited as the County Employees Retirement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-2331
23-2517,"Act, how cited; purpose of act.",County Civil Service Act,(1) Sections 23-2517 to 23-2533 shall be known and may be cited as the County Civil Service Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-2517
23-3101,"Act, how cited.",County Purchasing Act,Sections 23-3101 to 23-3115 shall be known and may be cited as the County Purchasing Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-3101
23-3528,"Act, how cited.",Nebraska Local Hospital District Act,Sections 23-3528 to 23-3552 may be cited as the Nebraska Local Hospital District Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-3528
23-3579,"Act, how cited.",Hospital Authorities Act,"Sections 23-3579 to 23-35,120 shall be known and may be cited as the Hospital Authorities Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=23-3579
23-3601,"Act, how cited.",County Industrial Sewer Construction Act,Sections 23-3601 to 23-3637 shall be known and may be cited as the County Industrial Sewer Construction Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-3601
23-3801,"Act, how cited.",Black-Tailed Prairie Dog Management Act,Sections 23-3801 to 23-3810 shall be known and may be cited as the Black-Tailed Prairie Dog Management Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-3801
23-392,"Act, how cited.",County Horseracing Facility Bond Act,Sections 23-389 to 23-392 shall be known and may be cited as the County Horseracing Facility Bond Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-392
23-401,"Act, how cited.",County Civil Service Commission Act,Sections 23-401 to 23-418 shall be known and may be cited as the County Civil Service Commission Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-401
23-901,"Act, how cited.",County Budget Act of 1937,Sections 23-901 to 23-920 shall be known and may be cited as the County Budget Act of 1937.,https://nebraskalegislature.gov/laws/statutes.php?statute=23-901
24-214,Fee book; entries; duty of clerk.,Fee Book of the Clerk of the Supreme Court,"The Clerk of the Supreme Court of the State of Nebraska shall keep a book, which shall be provided by the state, and which shall be known as the Fee Book of the Clerk of the Supreme Court, and shall be a part of the records of said office, and in which shall be entered every item of fees collected by him, showing in separate columns the name of the party from whom received, the time of receiving the same, the amount received and for what service the same was charged.",https://nebraskalegislature.gov/laws/statutes.php?statute=24-214
24-701.01,"Act, how cited.",Judges Retirement Act,Sections 24-701 to 24-714 shall be known and may be cited as the Judges Retirement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=24-701.01
25-102,Parties; how designated.,plaintiff and the adverse party as the defendant,"In all civil actions, the complaining party shall be known as the plaintiff and the adverse party as the defendant.",https://nebraskalegislature.gov/laws/statutes.php?statute=25-102
"25-12,107",Short title.,Uniform Judicial Notice of Foreign Law Act,"Sections 25-12,101 to 25-12,107 may be cited as the Uniform Judicial Notice of Foreign Law Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=25-12,107"
"25-12,114","Act, how cited.",Uniform Photographic Copies of Business and Public Records as Evidence Act,"Sections 25-12,112 to 25-12,114 may be cited as the Uniform Photographic Copies of Business and Public Records as Evidence Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=25-12,114"
"25-12,119","Act, how cited.",Uniform Composite Reports as Evidence Act,"Sections 25-12,115 to 25-12,119 may be cited as the Uniform Composite Reports as Evidence Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=25-12,119"
25-1337,Short title.,Uniform Foreign-Country Money Judgments Recognition Act,Sections 25-1337 to 25-1348 shall be known and may be cited as the Uniform Foreign-Country Money Judgments Recognition Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-1337
25-1349,Short title.,Uniform Registration of Canadian Money Judgments Act,Sections 25-1349 to 25-1359 shall be known and may be cited as the Uniform Registration of Canadian Money Judgments Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-1349
25-1587.01,"Act, how cited.",Nebraska Uniform Enforcement of Foreign Judgments Act,09 shall be known and may be cited as the Nebraska Uniform Enforcement of Foreign Judgments Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-1587.01
25-1644,"Act, how cited.",Jury Selection Act,Sections 25-1644 to 25-1678 shall be known and may be cited as the Jury Selection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-1644
"25-21,283","Act, how cited.",Successor Asbestos-Related Liability Act,"Sections 25-21,283 to 25-21,289 shall be known and may be cited as the Successor Asbestos-Related Liability Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=25-21,283"
"25-21,290","Act, how cited.",Exploited Children's Civil Remedy Act,"Sections 25-21,290 to 25-21,296 shall be known and may be cited as the Exploited Children's Civil Remedy Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=25-21,290"
"25-21,297","Act, how cited.",Human Trafficking Victims Civil Remedy Act,"Sections 25-21,297 to 25-21,301 shall be known and may be cited as the Human Trafficking Victims Civil Remedy Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=25-21,297"
25-2601,"Act, how cited.",Uniform Arbitration Act,Sections 25-2601 to 25-2622 shall be known and may be cited as the Uniform Arbitration Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-2601
25-2741,"Act, how cited.",County Court Expedited Civil Actions Act,Sections 25-2741 to 25-2749 shall be known and may be cited as the County Court Expedited Civil Actions Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-2741
25-2901,"Act, how cited.",Dispute Resolution Act,Sections 25-2901 to 25-2921 shall be known and may be cited as the Dispute Resolution Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-2901
25-2930,"Act, how cited.",Uniform Mediation Act,Sections 25-2930 to 25-2942 shall be known and may be cited as the Uniform Mediation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-2930
25-3101,"Structured Settlements Transfers Protection Act, how cited.",Structured Settlements Transfers Protection Act,Sections 25-3101 to 25-3107 shall be known and may be cited as the Structured Settlements Transfers Protection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-3101
25-3108,"Nebraska Statutory Thresholds for Settlements Involving Minors Act, how cited.",Nebraska Statutory Thresholds for Settlements Involving Minors Act,Sections 25-3108 to 25-3110 shall be known and cited as the Nebraska Statutory Thresholds for Settlements Involving Minors Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-3108
25-3201,"Act, how cited.",Uniform Conflict of Laws Limitations Act,Sections 25-3201 to 25-3207 shall be known and may be cited as the Uniform Conflict of Laws Limitations Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-3201
25-3301,"Act, how cited.",Nonrecourse Civil Litigation Act,Sections 25-3301 to 25-3309 shall be known and may be cited as the Nonrecourse Civil Litigation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-3301
25-3501,"Act, how cited.",Uniform Civil Remedies for Unauthorized Disclosure of Intimate Images Act,Sections 25-3501 to 25-3508 shall be known and may be cited as the Uniform Civil Remedies for Unauthorized Disclosure of Intimate Images Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-3501
25-3601,"Act, how cited.",COVID-19 Liability Act,Sections 25-3601 to 25-3604 shall be known and may be cited as the COVID-19 Liability Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-3601
25-417,"Act, how cited.",Model Uniform Choice of Forum Act,Sections 25-413 to 25-417 may be cited as the Model Uniform Choice of Forum Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=25-417
26-101,"Act, how cited.",Protection Orders Act,Sections 26-101 to 26-125 shall be known and may be cited as the Protection Orders Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=26-101
27-1103,"Rule 1103. Act, how cited.",Nebraska Evidence Rules,These rules may be known and cited as the Nebraska Evidence Rules.,https://nebraskalegislature.gov/laws/statutes.php?statute=27-1103
28-101,"Code, how cited.",Nebraska Criminal Code,"Sections 28-101 to 28-1357, 28-1601 to 28-1603, and 28-1701 shall be known and may be cited as the Nebraska Criminal Code.",https://nebraskalegislature.gov/laws/statutes.php?statute=28-101
28-1341,"Act, how cited.",Computer Crimes Act,Sections 28-1341 to 28-1348 shall be known and may be cited as the Computer Crimes Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-1341
28-1352,"Act, how cited.",Public Protection Act,Sections 28-1352 to 28-1356 shall be known and may be cited as the Public Protection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-1352
28-1801,"Act, how cited.",Child Sexual Abuse Material Prevention Act,Sections 28-1801 to 28-1806 shall be known and may be cited as the Child Sexual Abuse Material Prevention Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-1801
28-1901,"Act, how cited.",Crush Transnational Repression in Nebraska Act,Sections 28-1901 to 28-1908 shall be known and may be cited as the Crush Transnational Repression in Nebraska Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-1901
"28-3,102","Act, how cited.",Pain-Capable Unborn Child Protection Act,"Sections 28-3,102 to 28-3,111 shall be known and may be cited as the Pain-Capable Unborn Child Protection Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=28-3,102"
28-348,"Act, how cited.",Adult Protective Services Act,Sections 28-348 to 28-387 shall be known and may be cited as the Adult Protective Services Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-348
28-388,"Act, how cited.",Homicide of the Unborn Child Act,Sections 28-388 to 28-394 shall be known and may be cited as the Homicide of the Unborn Child Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-388
28-395,"Act, how cited.",Assault of an Unborn Child Act,"Sections 28-395 to 28-3,101 shall be known and may be cited as the Assault of an Unborn Child Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=28-395
28-401.01,"Act, how cited.",Uniform Controlled Substances Act,01 and 28-458 to 28-476 shall be known and may be cited as the Uniform Controlled Substances Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-401.01
28-641,"Counterfeit airbags; act, how cited.",Counterfeit Airbag Prevention Act,Sections 28-641 to 28-644 shall be known and may be cited as the Counterfeit Airbag Prevention Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-641
28-710,"Act, how cited; terms, defined.",Child Protection and Family Safety Act,(1) Sections 28-710 to 28-727 shall be known and may be cited as the Child Protection and Family Safety Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=28-710
